PUBLIC_ROUTE_NAME,NEXTBUS_VEHICLE_ASSIGNMENT,TRIP_ID,BLOCK_NAME,IS_TWO_CAR,CAR_NUMBER,STOP_ID,LONGITUDE,LATITUDE,NEXTBUS_ARRIVAL_TIME
01, 5635,5213251,113,N,0,4277,-122.493227,37.779744,10/6/2012 4:39:14.000000 PM
01, 5571,5213252,107,N,0,4015,-122.396996,37.795415,10/6/2012 3:58:47.000000 PM
01, 5571,5213252,107,N,0,6314,-122.401551,37.79403,10/6/2012 4:04:30.000000 PM
01, 5571,5213252,107,N,0,6312,-122.409116,37.793043,10/6/2012 4:12:14.000000 PM
01, 5571,5213252,107,N,0,6311,-122.421146,37.791516,10/6/2012 4:17:56.000000 PM
01, 5571,5213252,107,N,0,6295,-122.434336,37.78984,10/6/2012 4:25:03.000000 PM
01, 5571,5213252,107,N,0,3892,-122.446908,37.787328,10/6/2012 4:31:21.000000 PM
01, 5571,5213252,107,N,0,3824,-122.464939,37.785017,10/6/2012 4:37:38.000000 PM
01, 5571,5213252,107,N,0,4277,-122.493227,37.779744,10/6/2012 4:48:17.000000 PM
01, 5548,5213253,109,N,0,4015,-122.396996,37.795415,10/6/2012 10:24:36.000000 AM
01, 5548,5213253,109,N,0,6314,-122.401551,37.79403,10/6/2012 10:27:02.000000 AM
01, 5548,5213253,109,N,0,6312,-122.409116,37.793043,10/6/2012 10:30:45.000000 AM
01, 5548,5213253,109,N,0,6311,-122.421146,37.791516,10/6/2012 10:35:41.000000 AM
01, 5548,5213253,109,N,0,6295,-122.434336,37.78984,10/6/2012 10:41:32.000000 AM
01, 5548,5213253,109,N,0,3892,-122.446908,37.787328,10/6/2012 10:47:43.000000 AM
01, 5548,5213253,109,N,0,3824,-122.464939,37.785017,10/6/2012 10:54:19.000000 AM
01, 5548,5213253,109,N,0,4277,-122.493227,37.779744,10/6/2012 11:04:49.000000 AM
01, 5502,5213254,102,N,0,4015,-122.396996,37.795415,10/6/2012 10:31:56.000000 AM
01, 5502,5213254,102,N,0,6314,-122.401551,37.79403,10/6/2012 10:34:52.000000 AM
01, 5502,5213254,102,N,0,6312,-122.409116,37.793043,10/6/2012 10:40:27.000000 AM
01, 5502,5213254,102,N,0,6311,-122.421146,37.791516,10/6/2012 10:47:26.000000 AM
01, 5502,5213254,102,N,0,6295,-122.434336,37.78984,10/6/2012 10:54:40.000000 AM
01, 5502,5213254,102,N,0,3892,-122.446908,37.787328,10/6/2012 11:00:48.000000 AM
01, 5502,5213254,102,N,0,3824,-122.464939,37.785017,10/6/2012 11:08:42.000000 AM
01, 5502,5213254,102,N,0,4277,-122.493227,37.779744,10/6/2012 11:21:18.000000 AM
01, 5485,5213255,110,N,0,6311,-122.421146,37.791516,10/6/2012 10:52:50.000000 AM
01, 5485,5213255,110,N,0,6295,-122.434336,37.78984,10/6/2012 10:59:15.000000 AM
01, 5485,5213255,110,N,0,3892,-122.446908,37.787328,10/6/2012 11:04:29.000000 AM
01, 5485,5213255,110,N,0,3824,-122.464939,37.785017,10/6/2012 11:10:52.000000 AM
01, 5485,5213255,110,N,0,4277,-122.493227,37.779744,10/6/2012 11:22:16.000000 AM
01, 5571,5213256,107,N,0,4015,-122.396996,37.795415,10/6/2012 10:45:17.000000 AM
01, 5571,5213256,107,N,0,6314,-122.401551,37.79403,10/6/2012 10:48:43.000000 AM
01, 5571,5213256,107,N,0,6312,-122.409116,37.793043,10/6/2012 10:54:17.000000 AM
01, 5571,5213256,107,N,0,6311,-122.421146,37.791516,10/6/2012 10:59:17.000000 AM
01, 5571,5213256,107,N,0,6295,-122.434336,37.78984,10/6/2012 11:05:41.000000 AM
01, 5571,5213256,107,N,0,3892,-122.446908,37.787328,10/6/2012 11:12:08.000000 AM
01, 5571,5213256,107,N,0,3824,-122.464939,37.785017,10/6/2012 11:18:55.000000 AM
01, 5571,5213256,107,N,0,4277,-122.493227,37.779744,10/6/2012 11:29:40.000000 AM
01, 5597,5213258,111,N,0,4015,-122.396996,37.795415,10/6/2012 11:04:32.000000 AM
01, 5597,5213258,111,N,0,6314,-122.401551,37.79403,10/6/2012 11:07:15.000000 AM
01, 5597,5213258,111,N,0,6312,-122.409116,37.793043,10/6/2012 11:13:31.000000 AM
01, 5597,5213258,111,N,0,6311,-122.421146,37.791516,10/6/2012 11:19:32.000000 AM
01, 5597,5213258,111,N,0,6295,-122.434336,37.78984,10/6/2012 11:25:33.000000 AM
01, 5597,5213258,111,N,0,3892,-122.446908,37.787328,10/6/2012 11:31:24.000000 AM
01, 5597,5213258,111,N,0,3824,-122.464939,37.785017,10/6/2012 11:39:06.000000 AM
01, 5597,5213258,111,N,0,4277,-122.493227,37.779744,10/6/2012 11:51:18.000000 AM
01, 5628,5213259,106,N,0,4015,-122.396996,37.795415,10/6/2012 11:18:44.000000 AM
01, 5628,5213259,106,N,0,6314,-122.401551,37.79403,10/6/2012 11:23:06.000000 AM
01, 5628,5213259,106,N,0,6312,-122.409116,37.793043,10/6/2012 11:29:29.000000 AM
01, 5628,5213259,106,N,0,6311,-122.421146,37.791516,10/6/2012 11:38:02.000000 AM
01, 5628,5213259,106,N,0,6295,-122.434336,37.78984,10/6/2012 11:45:40.000000 AM
01, 5628,5213259,106,N,0,3892,-122.446908,37.787328,10/6/2012 11:52:32.000000 AM
01, 5628,5213259,106,N,0,3824,-122.464939,37.785017,10/6/2012 11:59:36.000000 AM
01, 5628,5213259,106,N,0,4277,-122.493227,37.779744,10/6/2012 12:14:28.000000 PM
01, 5608,5213260,108,N,0,4015,-122.396996,37.795415,10/6/2012 11:23:26.000000 AM
01, 5608,5213260,108,N,0,6314,-122.401551,37.79403,10/6/2012 11:25:58.000000 AM
01, 5608,5213260,108,N,0,6312,-122.409116,37.793043,10/6/2012 11:32:13.000000 AM
01, 5608,5213260,108,N,0,6311,-122.421146,37.791516,10/6/2012 11:39:43.000000 AM
01, 5608,5213260,108,N,0,6295,-122.434336,37.78984,10/6/2012 11:46:58.000000 AM
01, 5608,5213260,108,N,0,3892,-122.446908,37.787328,10/6/2012 11:55:48.000000 AM
01, 5608,5213260,108,N,0,3824,-122.464939,37.785017,10/6/2012 12:02:32.000000 PM
01, 5608,5213260,108,N,0,4277,-122.493227,37.779744,10/6/2012 12:13:58.000000 PM
01, 5480,5213261,112,N,0,4015,-122.396996,37.795415,10/6/2012 11:27:50.000000 AM
01, 5480,5213261,112,N,0,6314,-122.401551,37.79403,10/6/2012 11:31:33.000000 AM
