PUBLIC_ROUTE_NAME,TRIP_ID,BLOCK_NAME,LONGITUDE,LATITUDE,SCHEDULED_ARRIVAL_TIME
01,5213600,101,-122.409774,37.79379,10/7/2012 7:56:00.199000 PM
01,5213600,101,-122.396996,37.795415,10/7/2012 8:02:00.205000 PM
01,5213600,101,-122.446885,37.787149,10/7/2012 7:41:00.212000 PM
01,5213600,101,-122.464709,37.784902,10/7/2012 7:36:00.218000 PM
01,5213600,101,-122.433669,37.789839,10/7/2012 7:46:00.224000 PM
01,5213600,101,-122.493227,37.779744,10/7/2012 7:28:00.231000 PM
01,5213600,101,-122.420714,37.792385,10/7/2012 7:52:00.237000 PM
01,5213511,103,-122.409116,37.793043,10/7/2012 2:32:00.699000 PM
01,5213495,108,-122.396996,37.795415,10/7/2012 4:32:00.680000 PM
01,5213495,108,-122.434336,37.78984,10/7/2012 4:53:00.687000 PM
01,5213495,108,-122.464939,37.785017,10/7/2012 5:05:00.693000 PM
01,5213495,108,-122.446908,37.787328,10/7/2012 4:59:00.700000 PM
01,5213495,108,-122.401551,37.79403,10/7/2012 4:35:00.708000 PM
01,5213495,108,-122.409116,37.793043,10/7/2012 4:41:00.714000 PM
01,5213495,108,-122.421146,37.791516,10/7/2012 4:47:00.720000 PM
01,5213495,108,-122.493227,37.779744,10/7/2012 5:15:00.728000 PM
01,5213675,109,-122.464709,37.784902,10/7/2012 9:46:00.650000 AM
01,5213675,109,-122.396996,37.795415,10/7/2012 10:16:00.659000 AM
01,5213675,109,-122.433669,37.789839,10/7/2012 9:57:00.667000 AM
01,5213675,109,-122.446885,37.787149,10/7/2012 9:52:00.677000 AM
01,5213675,109,-122.420714,37.792385,10/7/2012 10:04:00.685000 AM
01,5213675,109,-122.401118,37.79482,10/7/2012 10:14:00.693000 AM
01,5213471,102,-122.396996,37.795415,10/7/2012 8:39:00.466000 PM
01,5213471,102,-122.421146,37.791516,10/7/2012 8:52:00.479000 PM
01,5213471,102,-122.401551,37.79403,10/7/2012 8:42:00.485000 PM
01,5213471,102,-122.434336,37.78984,10/7/2012 8:57:00.491000 PM
01,5213600,101,-122.401118,37.79482,10/7/2012 8:00:00.244000 PM
01,5213511,103,-122.396996,37.795415,10/7/2012 2:24:00.705000 PM
01,5213511,103,-122.421146,37.791516,10/7/2012 2:38:00.712000 PM
01,5213511,103,-122.464939,37.785017,10/7/2012 2:58:00.718000 PM
01,5213511,103,-122.446908,37.787328,10/7/2012 2:51:00.724000 PM
01,5213511,103,-122.493227,37.779744,10/7/2012 3:07:00.731000 PM
01,5213511,103,-122.434336,37.78984,10/7/2012 2:45:00.739000 PM
01,5213511,103,-122.401551,37.79403,10/7/2012 2:27:00.745000 PM
03,5215074,301,-122.433151,37.786158,10/7/2012 11:55:00.516000 AM
03,5215074,301,-122.44688,37.78737,10/7/2012 12:06:00.522000 PM
03,5215074,301,-122.408677,37.789266,10/7/2012 11:42:00.528000 AM
03,5215074,301,-122.420198,37.787797,10/7/2012 11:48:00.534000 AM
03,5215074,301,-122.400674,37.790298,10/7/2012 11:38:00.541000 AM
01,5213542,109,-122.446908,37.787328,10/7/2012 10:48:00.931000 AM
01,5213542,109,-122.493227,37.779744,10/7/2012 11:03:00.937000 AM
01,5213542,109,-122.464939,37.785017,10/7/2012 10:54:00.943000 AM
01,5213542,109,-122.396996,37.795415,10/7/2012 10:24:00.950000 AM
01,5213542,109,-122.421146,37.791516,10/7/2012 10:36:00.955000 AM
01,5213542,109,-122.434336,37.78984,10/7/2012 10:43:00.962000 AM
01,5213542,109,-122.409116,37.793043,10/7/2012 10:31:00.970000 AM
01,5213542,109,-122.401551,37.79403,10/7/2012 10:27:00.978000 AM
01,5213539,113,-122.464939,37.785017,10/7/2012 11:15:00.605000 AM
01,5213539,113,-122.446908,37.787328,10/7/2012 11:09:00.614000 AM
01,5213539,113,-122.493227,37.779744,10/7/2012 11:24:00.624000 AM
01,5213691,105,-122.493227,37.779744,10/7/2012 6:23:00.535000 AM
01,5213691,105,-122.446885,37.787149,10/7/2012 6:36:00.541000 AM
01,5213691,105,-122.396996,37.795415,10/7/2012 6:57:00.547000 AM
01,5213691,105,-122.409774,37.79379,10/7/2012 6:51:00.554000 AM
01,5213691,105,-122.464709,37.784902,10/7/2012 6:31:00.560000 AM
01,5213691,105,-122.401118,37.79482,10/7/2012 6:55:00.567000 AM
01,5213691,105,-122.420714,37.792385,10/7/2012 6:47:00.574000 AM
01,5213691,105,-122.433669,37.789839,10/7/2012 6:41:00.580000 AM
01,5213594,112,-122.493227,37.779744,10/7/2012 8:39:00.667000 PM
01,5213594,112,-122.464709,37.784902,10/7/2012 8:47:00.674000 PM
01,5213594,112,-122.446885,37.787149,10/7/2012 8:52:00.680000 PM
01,5213471,102,-122.493227,37.779744,10/7/2012 9:15:00.472000 PM
01,5213471,102,-122.464939,37.785017,10/7/2012 9:07:00.497000 PM
01,5213471,102,-122.446908,37.787328,10/7/2012 9:02:00.503000 PM
01,5213471,102,-122.409116,37.793043,10/7/2012 8:47:00.510000 PM
01,5213677,101,-122.433669,37.789839,10/7/2012 9:37:00.118000 AM
01,5213677,101,-122.464709,37.784902,10/7/2012 9:26:00.126000 AM
01,5213677,101,-122.446885,37.787149,10/7/2012 9:32:00.132000 AM
01,5213579,107,-122.446885,37.787149,10/7/2012 1:41:01.144000 AM
01,5213579,107,-122.493227,37.779744,10/7/2012 1:31:01.152000 AM
01,5213468,101,-122.421146,37.791516,10/7/2012 9:51:00.921000 PM
01,5213468,101,-122.396996,37.795415,10/7/2012 9:39:00.927000 PM
01,5213468,101,-122.401551,37.79403,10/7/2012 9:42:00.934000 PM
01,5213468,101,-122.493227,37.779744,10/7/2012 10:11:00.940000 PM
01,5213468,101,-122.434336,37.78984,10/7/2012 9:56:00.946000 PM
01,5213468,101,-122.464939,37.785017,10/7/2012 10:04:00.953000 PM
01,5213677,101,-122.409774,37.79379,10/7/2012 9:49:00.139000 AM
01,5213677,101,-122.401118,37.79482,10/7/2012 9:54:00.146000 AM
01,5213677,101,-122.420714,37.792385,10/7/2012 9:44:00.153000 AM
01,5213677,101,-122.493227,37.779744,10/7/2012 9:16:00.159000 AM
01,5213677,101,-122.396996,37.795415,10/7/2012 9:56:00.166000 AM
01,5213579,107,-122.464709,37.784902,10/7/2012 1:37:01.161000 AM
01,5213468,101,-122.446908,37.787328,10/7/2012 10:00:00.961000 PM
01,5213468,101,-122.409116,37.793043,10/7/2012 9:47:00.967000 PM
02,5215035,202,-122.473077,37.782498,10/7/2012 7:16:00.351000 AM
02,5215035,202,-122.433151,37.786158,10/7/2012 7:01:00.358000 AM
01,5213575,110,-122.446908,37.787328,10/7/2012 9:29:00.452000 AM
01,5213575,110,-122.464939,37.785017,10/7/2012 9:35:00.461000 AM
01,5213575,110,-122.493227,37.779744,10/7/2012 9:44:00.469000 AM
01,5213508,108,-122.446908,37.787328,10/7/2012 3:15:00.414000 PM
01,5213508,108,-122.396996,37.795415,10/7/2012 2:48:00.420000 PM
01,5213577,102,-122.493227,37.779744,10/7/2012 2:31:01.860000 AM
01,5213577,102,-122.446885,37.787149,10/7/2012 2:41:01.866000 AM
01,5213577,102,-122.464709,37.784902,10/7/2012 2:37:01.872000 AM
02,5215035,202,-122.400674,37.790298,10/7/2012 6:48:00.365000 AM
02,5215035,202,-122.446908,37.787328,10/7/2012 7:06:00.372000 AM
02,5215035,202,-122.420198,37.787797,10/7/2012 6:55:00.379000 AM
02,5215035,202,-122.394917,37.794454,10/7/2012 6:46:00.386000 AM
02,5215035,202,-122.408677,37.789266,10/7/2012 6:51:00.393000 AM
01,5213508,108,-122.421146,37.791516,10/7/2012 3:02:00.427000 PM
01,5213508,108,-122.409116,37.793043,10/7/2012 2:56:00.433000 PM
01,5213508,108,-122.434336,37.78984,10/7/2012 3:09:00.438000 PM
01,5213508,108,-122.464939,37.785017,10/7/2012 3:22:00.444000 PM
01,5213508,108,-122.493227,37.779744,10/7/2012 3:31:00.450000 PM
01,5213508,108,-122.401551,37.79403,10/7/2012 2:51:00.456000 PM
01,5213463,102,-122.409116,37.793043,10/7/2012 11:27:00.791000 PM
01,5213463,102,-122.493227,37.779744,10/7/2012 11:51:00.797000 PM
01,5213463,102,-122.434336,37.78984,10/7/2012 11:36:00.802000 PM
01,5213463,102,-122.421146,37.791516,10/7/2012 11:31:00.808000 PM
01,5213463,102,-122.396996,37.795415,10/7/2012 11:19:00.814000 PM
01,5213463,102,-122.464939,37.785017,10/7/2012 11:44:00.820000 PM
01,5213463,102,-122.401551,37.79403,10/7/2012 11:22:00.826000 PM
01,5213463,102,-122.446908,37.787328,10/7/2012 11:40:00.832000 PM
01,5213533,112,-122.409116,37.793043,10/7/2012 11:36:00.302000 AM
01,5213533,112,-122.446908,37.787328,10/7/2012 11:55:00.309000 AM
01,5213533,112,-122.421146,37.791516,10/7/2012 11:42:00.315000 AM
01,5213533,112,-122.464939,37.785017,10/7/2012 12:02:00.323000 PM
01,5213533,112,-122.396996,37.795415,10/7/2012 11:28:00.332000 AM
01,5213533,112,-122.401551,37.79403,10/7/2012 11:31:00.339000 AM
01,5213533,112,-122.434336,37.78984,10/7/2012 11:49:00.347000 AM
01,5213533,112,-122.493227,37.779744,10/7/2012 12:11:00.353000 PM
01,5213506,104,-122.493227,37.779744,10/7/2012 3:49:00.104000 PM
01,5213506,104,-122.446908,37.787328,10/7/2012 3:32:00.110000 PM
01,5213506,104,-122.434336,37.78984,10/7/2012 3:26:00.117000 PM
01,5213506,104,-122.464939,37.785017,10/7/2012 3:39:00.123000 PM
01,5213506,104,-122.396996,37.795415,10/7/2012 3:04:00.130000 PM
01,5213506,104,-122.409116,37.793043,10/7/2012 3:13:00.136000 PM
03,5215080,303,-122.400674,37.790298,10/7/2012 9:38:00.746000 AM
03,5215080,303,-122.408677,37.789266,10/7/2012 9:41:00.753000 AM
03,5215080,303,-122.44688,37.78737,10/7/2012 10:03:00.758000 AM
03,5215080,303,-122.433151,37.786158,10/7/2012 9:53:00.765000 AM
01,5213506,104,-122.421146,37.791516,10/7/2012 3:19:00.143000 PM
01,5213506,104,-122.401551,37.79403,10/7/2012 3:07:00.149000 PM
01,5213642,111,-122.420714,37.792385,10/7/2012 2:13:00.356000 PM
01,5213642,111,-122.464709,37.784902,10/7/2012 1:52:00.363000 PM
01,5213642,111,-122.396996,37.795415,10/7/2012 2:26:00.369000 PM
01,5213642,111,-122.446885,37.787149,10/7/2012 1:58:00.376000 PM
01,5213642,111,-122.493227,37.779744,10/7/2012 1:42:00.382000 PM
01,5213642,111,-122.409774,37.79379,10/7/2012 2:18:00.388000 PM
01,5213642,111,-122.433669,37.789839,10/7/2012 2:04:00.395000 PM
03,5215080,303,-122.420198,37.787797,10/7/2012 9:46:00.771000 AM
01,5213525,107,-122.446908,37.787328,10/7/2012 12:59:00.166000 PM
01,5213525,107,-122.401551,37.79403,10/7/2012 12:35:00.174000 PM
01,5213525,107,-122.421146,37.791516,10/7/2012 12:46:00.184000 PM
01,5213525,107,-122.409116,37.793043,10/7/2012 12:40:00.192000 PM
01,5213525,107,-122.493227,37.779744,10/7/2012 1:15:00.200000 PM
01,5213525,107,-122.464939,37.785017,10/7/2012 1:06:00.209000 PM
01,5213525,107,-122.434336,37.78984,10/7/2012 12:53:00.220000 PM
01,5213525,107,-122.396996,37.795415,10/7/2012 12:32:00.228000 PM
01,5213694,102,-122.396996,37.795415,10/7/2012 5:48:00.229000 AM
01,5213694,102,-122.420714,37.792385,10/7/2012 5:38:00.236000 AM
01,5213694,102,-122.433669,37.789839,10/7/2012 5:32:00.242000 AM
01,5213694,102,-122.464709,37.784902,10/7/2012 5:22:00.249000 AM
01,5213694,102,-122.446885,37.787149,10/7/2012 5:27:00.255000 AM
01,5213694,102,-122.493227,37.779744,10/7/2012 5:14:00.261000 AM
01,5213694,102,-122.409774,37.79379,10/7/2012 5:42:00.268000 AM
01,5213642,111,-122.401118,37.79482,10/7/2012 2:24:00.401000 PM
02,5215036,203,-122.408677,37.789266,10/7/2012 6:31:00.526000 AM
02,5215036,203,-122.394917,37.794454,10/7/2012 6:26:00.531000 AM
02,5215036,203,-122.446908,37.787328,10/7/2012 6:45:00.537000 AM
02,5215036,203,-122.400674,37.790298,10/7/2012 6:28:00.543000 AM
02,5215036,203,-122.433151,37.786158,10/7/2012 6:40:00.549000 AM
02,5215036,203,-122.420198,37.787797,10/7/2012 6:35:00.555000 AM
02,5215036,203,-122.473077,37.782498,10/7/2012 6:54:00.563000 AM
01,5213544,101,-122.446908,37.787328,10/7/2012 10:29:00.966000 AM
01,5213544,101,-122.409116,37.793043,10/7/2012 10:12:00.972000 AM
01,5213544,101,-122.396996,37.795415,10/7/2012 10:05:00.979000 AM
02,5215034,204,-122.433151,37.786158,10/7/2012 7:21:00.235000 AM
02,5215034,204,-122.400674,37.790298,10/7/2012 7:08:00.241000 AM
02,5215034,204,-122.473077,37.782498,10/7/2012 7:36:00.247000 AM
02,5215034,204,-122.420198,37.787797,10/7/2012 7:15:00.256000 AM
02,5215034,204,-122.408677,37.789266,10/7/2012 7:11:00.264000 AM
02,5215034,204,-122.446908,37.787328,10/7/2012 7:26:00.270000 AM
02,5215034,204,-122.394917,37.794454,10/7/2012 7:06:00.277000 AM
01,5213521,108,-122.421146,37.791516,10/7/2012 1:18:00.912000 PM
01,5213521,108,-122.396996,37.795415,10/7/2012 1:04:00.920000 PM
01,5213521,108,-122.493227,37.779744,10/7/2012 1:47:00.927000 PM
01,5213521,108,-122.401551,37.79403,10/7/2012 1:07:00.934000 PM
01,5213521,108,-122.434336,37.78984,10/7/2012 1:25:00.940000 PM
01,5213521,108,-122.409116,37.793043,10/7/2012 1:12:00.946000 PM
01,5213521,108,-122.464939,37.785017,10/7/2012 1:38:00.953000 PM
01,5213521,108,-122.446908,37.787328,10/7/2012 1:31:00.960000 PM
01,5213570,101,-122.434336,37.78984,10/7/2012 5:40:00.612000 AM
01,5213694,102,-122.401118,37.79482,10/7/2012 5:46:00.274000 AM
01,5213615,108,-122.493227,37.779744,10/7/2012 5:21:00.861000 PM
01,5213615,108,-122.446885,37.787149,10/7/2012 5:38:00.868000 PM
01,5213615,108,-122.464709,37.784902,10/7/2012 5:32:00.874000 PM
01,5213544,101,-122.401551,37.79403,10/7/2012 10:08:00.987000 AM
01,5213544,101,-122.493227,37.779744,10/7/2012 10:44:00.992000 AM
01,5213544,101,-122.421146,37.791516,10/7/2012 10:17:00.999000 AM
01,5213544,101,-122.434336,37.78984,10/7/2012 10:24:00.005000 AM
01,5213544,101,-122.464939,37.785017,10/7/2012 10:35:00.013000 AM
03,5215083,304,-122.44688,37.78737,10/7/2012 9:02:00.926000 AM
01,5213570,101,-122.421146,37.791516,10/7/2012 5:35:00.641000 AM
01,5213570,101,-122.493227,37.779744,10/7/2012 5:58:00.648000 AM
01,5213570,101,-122.446908,37.787328,10/7/2012 5:45:00.655000 AM
01,5213570,101,-122.464939,37.785017,10/7/2012 5:49:00.662000 AM
01,5213570,101,-122.401551,37.79403,10/7/2012 5:26:00.669000 AM
01,5213570,101,-122.396996,37.795415,10/7/2012 5:23:00.679000 AM
01,5213570,101,-122.409116,37.793043,10/7/2012 5:30:00.685000 AM
03,5215083,304,-122.408677,37.789266,10/7/2012 8:41:00.932000 AM
03,5215083,304,-122.433151,37.786158,10/7/2012 8:52:00.938000 AM
03,5215083,304,-122.400674,37.790298,10/7/2012 8:38:00.944000 AM
03,5215083,304,-122.420198,37.787797,10/7/2012 8:46:00.951000 AM
01,5213693,103,-122.401118,37.79482,10/7/2012 6:06:00.901000 AM
01,5213693,103,-122.420714,37.792385,10/7/2012 5:58:00.908000 AM
01,5213693,103,-122.446885,37.787149,10/7/2012 5:47:00.914000 AM
01,5213693,103,-122.464709,37.784902,10/7/2012 5:42:00.921000 AM
01,5213693,103,-122.433669,37.789839,10/7/2012 5:52:00.927000 AM
01,5213693,103,-122.493227,37.779744,10/7/2012 5:34:00.932000 AM
01,5213693,103,-122.409774,37.79379,10/7/2012 6:02:00.938000 AM
01,5213693,103,-122.396996,37.795415,10/7/2012 6:08:00.945000 AM
01,5213675,109,-122.409774,37.79379,10/7/2012 10:09:00.634000 AM
01,5213675,109,-122.493227,37.779744,10/7/2012 9:36:00.642000 AM
06,5316875,601,-122.393232,37.793347,10/7/2012 6:21:00.332000 AM
06,5316875,601,-122.466241,37.76204,10/7/2012 6:51:00.338000 AM
06,5316875,601,-122.405744,37.785857,10/7/2012 6:29:00.344000 AM
06,5316875,601,-122.44535,37.77021,10/7/2012 6:44:00.349000 AM
06,5316875,601,-122.47074,37.74887,10/7/2012 6:56:00.355000 AM
06,5316875,601,-122.43076,37.77214,10/7/2012 6:40:00.361000 AM
71,5316944,7103,-122.43076,37.77214,10/7/2012 2:22:00.811000 PM
71,5316944,7103,-122.507509,37.750927,10/7/2012 2:58:00.818000 PM
71,5316944,7103,-122.47761,37.765526,10/7/2012 2:43:00.825000 PM
71,5316944,7103,-122.405744,37.785857,10/7/2012 2:07:00.831000 PM
71,5316944,7103,-122.419183,37.775243,10/7/2012 2:16:00.838000 PM
71,5316944,7103,-122.394037,37.789689,10/7/2012 1:58:00.844000 PM
05,5216079,503,-122.46371,37.77397,10/7/2012 5:06:00.697000 AM
05,5216079,503,-122.48452,37.7726,10/7/2012 5:10:00.704000 AM
05,5216079,503,-122.509934,37.773321,10/7/2012 5:15:00.710000 AM
05,5216202,503,-122.404586,37.786597,10/7/2012 11:25:00.599000 AM
02,5215014,202,-122.446908,37.787328,10/7/2012 2:12:00.106000 PM
02,5215014,202,-122.400674,37.790298,10/7/2012 1:48:00.113000 PM
02,5215014,202,-122.473077,37.782498,10/7/2012 2:26:00.119000 PM
02,5215014,202,-122.408677,37.789266,10/7/2012 1:52:00.126000 PM
02,5215014,202,-122.433151,37.786158,10/7/2012 2:05:00.132000 PM
02,5215010,203,-122.408677,37.789266,10/7/2012 3:12:00.725000 PM
02,5215010,203,-122.394917,37.794454,10/7/2012 3:04:00.734000 PM
02,5215010,203,-122.400674,37.790298,10/7/2012 3:08:00.742000 PM
02,5215010,203,-122.446908,37.787328,10/7/2012 3:32:00.751000 PM
02,5215010,203,-122.473077,37.782498,10/7/2012 3:46:00.759000 PM
02,5215010,203,-122.420198,37.787797,10/7/2012 3:18:00.767000 PM
02,5215010,203,-122.433151,37.786158,10/7/2012 3:25:00.775000 PM
05,5216103,591,-122.400411,37.790156,10/7/2012 12:25:01.900000 AM
05,5216103,591,-122.40731,37.78468,10/7/2012 12:28:01.908000 AM
05,5216103,591,-122.46411,37.77367,10/7/2012 12:48:01.916000 AM
05,5216210,511,-122.420144,37.77999,10/7/2012 12:29:00.378000 PM
05,5216210,511,-122.404586,37.786597,10/7/2012 12:37:00.385000 PM
05,5216210,511,-122.446828,37.775675,10/7/2012 12:17:00.391000 PM
05,5216210,511,-122.509934,37.773321,10/7/2012 11:57:00.398000 AM
05,5216210,511,-122.39352,37.79041,10/7/2012 12:45:00.404000 PM
05,5216210,511,-122.43851,37.77773,10/7/2012 12:21:00.411000 PM
05,5216210,511,-122.463837,37.773532,10/7/2012 12:11:00.417000 PM
05,5216210,511,-122.411329,37.78129,10/7/2012 12:33:00.423000 PM
05,5216210,511,-122.4838,37.77251,10/7/2012 12:04:00.430000 PM
02,5215014,202,-122.420198,37.787797,10/7/2012 1:58:00.139000 PM
02,5215014,202,-122.394917,37.794454,10/7/2012 1:44:00.146000 PM
03,5215059,304,-122.44688,37.78737,10/7/2012 5:06:00.240000 PM
03,5215059,304,-122.408677,37.789266,10/7/2012 4:42:00.248000 PM
03,5215059,304,-122.400674,37.790298,10/7/2012 4:38:00.257000 PM
02,5215013,204,-122.473077,37.782498,10/7/2012 2:46:00.849000 PM
02,5215013,204,-122.433151,37.786158,10/7/2012 2:25:00.856000 PM
02,5215013,204,-122.408677,37.789266,10/7/2012 2:12:00.862000 PM
02,5215013,204,-122.446908,37.787328,10/7/2012 2:32:00.869000 PM
02,5215013,204,-122.400674,37.790298,10/7/2012 2:08:00.875000 PM
02,5215013,204,-122.420198,37.787797,10/7/2012 2:18:00.881000 PM
02,5215013,204,-122.394917,37.794454,10/7/2012 2:04:00.886000 PM
71,5316942,7102,-122.419183,37.775243,10/7/2012 2:04:00.056000 PM
71,5316942,7102,-122.507509,37.750927,10/7/2012 2:46:00.062000 PM
71,5316942,7102,-122.44535,37.77021,10/7/2012 2:16:00.069000 PM
71,5316942,7102,-122.453464,37.768331,10/7/2012 2:22:00.076000 PM
71,5316942,7102,-122.405744,37.785857,10/7/2012 1:55:00.084000 PM
71,5316942,7102,-122.394037,37.789689,10/7/2012 1:46:00.090000 PM
71,5316942,7102,-122.47761,37.765526,10/7/2012 2:31:00.096000 PM
02,5215000,205,-122.446908,37.787328,10/7/2012 6:49:00.808000 PM
02,5215000,205,-122.433151,37.786158,10/7/2012 6:43:00.814000 PM
02,5215000,205,-122.473077,37.782498,10/7/2012 7:01:00.820000 PM
02,5215000,205,-122.400674,37.790298,10/7/2012 6:28:00.826000 PM
02,5215000,205,-122.420198,37.787797,10/7/2012 6:37:00.832000 PM
03,5215062,301,-122.400674,37.790298,10/7/2012 3:38:00.445000 PM
03,5215059,304,-122.420198,37.787797,10/7/2012 4:48:00.264000 PM
03,5215059,304,-122.433151,37.786158,10/7/2012 4:55:00.271000 PM
05,5216086,507,-122.400411,37.790156,10/7/2012 6:36:00.481000 PM
05,5216086,507,-122.48452,37.7726,10/7/2012 7:10:00.487000 PM
05,5216086,507,-122.40731,37.78468,10/7/2012 6:41:00.493000 PM
05,5216086,507,-122.43822,37.77786,10/7/2012 6:55:00.499000 PM
05,5216086,507,-122.44627,37.7759,10/7/2012 6:59:00.504000 PM
05,5216086,507,-122.509934,37.773321,10/7/2012 7:16:00.512000 PM
05,5216086,507,-122.42071,37.78009,10/7/2012 6:49:00.519000 PM
05,5216298,504,-122.46371,37.77397,10/7/2012 8:56:00.541000 PM
05,5216298,504,-122.4838,37.77251,10/7/2012 8:52:00.548000 PM
05,5216298,504,-122.509934,37.773321,10/7/2012 8:47:00.554000 PM
71,5316942,7102,-122.43076,37.77214,10/7/2012 2:10:00.105000 PM
02,5215000,205,-122.408677,37.789266,10/7/2012 6:31:00.841000 PM
02,5215000,205,-122.394917,37.794454,10/7/2012 6:25:00.848000 PM
05,5216143,508,-122.42071,37.78009,10/7/2012 6:01:00.116000 PM
05,5216143,508,-122.48452,37.7726,10/7/2012 6:24:00.122000 PM
05,5216143,508,-122.412189,37.781166,10/7/2012 5:57:00.129000 PM
05,5216143,508,-122.46411,37.77367,10/7/2012 6:19:00.135000 PM
05,5216143,508,-122.400411,37.790156,10/7/2012 5:48:00.142000 PM
05,5216143,508,-122.509934,37.773321,10/7/2012 6:30:00.148000 PM
05,5216143,508,-122.44627,37.7759,10/7/2012 6:12:00.154000 PM
05,5216143,508,-122.39352,37.79041,10/7/2012 5:42:00.160000 PM
05,5216143,508,-122.43822,37.77786,10/7/2012 6:08:00.166000 PM
05,5216143,508,-122.40731,37.78468,10/7/2012 5:53:00.171000 PM
03,5215051,304,-122.400674,37.790298,10/7/2012 7:18:00.160000 PM
03,5215051,304,-122.44688,37.78737,10/7/2012 7:42:00.166000 PM
03,5215051,304,-122.433151,37.786158,10/7/2012 7:33:00.172000 PM
03,5215051,304,-122.408677,37.789266,10/7/2012 7:21:00.178000 PM
03,5215051,304,-122.420198,37.787797,10/7/2012 7:27:00.185000 PM
03,5215062,301,-122.408677,37.789266,10/7/2012 3:42:00.453000 PM
03,5215062,301,-122.44688,37.78737,10/7/2012 4:06:00.459000 PM
03,5215062,301,-122.433151,37.786158,10/7/2012 3:55:00.465000 PM
03,5215062,301,-122.420198,37.787797,10/7/2012 3:48:00.471000 PM
05,5216086,507,-122.39352,37.79041,10/7/2012 6:30:00.525000 PM
05,5216086,507,-122.412189,37.781166,10/7/2012 6:45:00.531000 PM
05,5216086,507,-122.46411,37.77367,10/7/2012 7:05:00.537000 PM
05,5216088,502,-122.412189,37.781166,10/7/2012 7:14:00.166000 PM
05,5216088,502,-122.46411,37.77367,10/7/2012 7:34:00.173000 PM
05,5216088,502,-122.43822,37.77786,10/7/2012 7:24:00.179000 PM
05,5216088,502,-122.400411,37.790156,10/7/2012 7:06:00.186000 PM
05,5216088,502,-122.42071,37.78009,10/7/2012 7:18:00.192000 PM
05,5216088,502,-122.48452,37.7726,10/7/2012 7:39:00.199000 PM
05,5216088,502,-122.39352,37.79041,10/7/2012 7:00:00.204000 PM
05,5216088,502,-122.40731,37.78468,10/7/2012 7:10:00.210000 PM
05,5216088,502,-122.509934,37.773321,10/7/2012 7:45:00.216000 PM
05,5216088,502,-122.44627,37.7759,10/7/2012 7:28:00.223000 PM
05,5216103,591,-122.412189,37.781166,10/7/2012 12:32:01.924000 AM
05,5216103,591,-122.44627,37.7759,10/7/2012 12:43:01.933000 AM
05,5216103,591,-122.42071,37.78009,10/7/2012 12:35:01.941000 AM
05,5216103,591,-122.48452,37.7726,10/7/2012 12:53:01.949000 AM
05,5216103,591,-122.39352,37.79041,10/7/2012 12:20:01.958000 AM
05,5216103,591,-122.509934,37.773321,10/7/2012 12:58:01.966000 AM
05,5216103,591,-122.43822,37.77786,10/7/2012 12:40:01.974000 AM
03,5215052,303,-122.408677,37.789266,10/7/2012 7:01:00.468000 PM
03,5215052,303,-122.433151,37.786158,10/7/2012 7:13:00.475000 PM
03,5215052,303,-122.420198,37.787797,10/7/2012 7:07:00.482000 PM
03,5215052,303,-122.44688,37.78737,10/7/2012 7:22:00.487000 PM
03,5215052,303,-122.400674,37.790298,10/7/2012 6:58:00.494000 PM
02,5215126,202,-122.394917,37.794454,10/7/2012 8:01:00.670000 AM
02,5215126,202,-122.473077,37.782498,10/7/2012 7:29:00.676000 AM
02,5215126,202,-122.446885,37.787149,10/7/2012 7:38:00.682000 AM
02,5215126,202,-122.41956,37.7868,10/7/2012 7:48:00.689000 AM
02,5215126,202,-122.40793,37.7883,10/7/2012 7:53:00.696000 AM
02,5215126,202,-122.432828,37.786086,10/7/2012 7:43:00.702000 AM
02,5215121,204,-122.432828,37.786086,10/7/2012 9:23:00.910000 AM
02,5215121,204,-122.446885,37.787149,10/7/2012 9:17:00.916000 AM
02,5215121,204,-122.41956,37.7868,10/7/2012 9:30:00.922000 AM
02,5215121,204,-122.394917,37.794454,10/7/2012 9:44:00.927000 AM
02,5215121,204,-122.473077,37.782498,10/7/2012 9:04:00.933000 AM
02,5215121,204,-122.40793,37.7883,10/7/2012 9:35:00.940000 AM
06,5316945,603,-122.393232,37.793347,10/7/2012 2:04:00.405000 PM
06,5316945,603,-122.466241,37.76204,10/7/2012 2:44:00.413000 PM
06,5316945,603,-122.43076,37.77214,10/7/2012 2:28:00.421000 PM
06,5316945,603,-122.419183,37.775243,10/7/2012 2:22:00.427000 PM
06,5316945,603,-122.47074,37.74887,10/7/2012 2:50:00.434000 PM
03,5215178,302,-122.40793,37.7883,10/7/2012 7:43:00.997000 AM
03,5215178,302,-122.400674,37.790298,10/7/2012 7:49:00.003000 AM
03,5215178,302,-122.432828,37.786086,10/7/2012 7:33:00.010000 AM
03,5215178,302,-122.41956,37.7868,10/7/2012 7:38:00.015000 AM
03,5215178,302,-122.44688,37.78737,10/7/2012 7:24:00.021000 AM
02,5215125,204,-122.473077,37.782498,10/7/2012 7:47:00.172000 AM
05,5216267,506,-122.43851,37.77773,10/7/2012 7:06:00.826000 AM
05,5216267,506,-122.446828,37.775675,10/7/2012 7:03:00.831000 AM
05,5216267,506,-122.463837,37.773532,10/7/2012 6:59:00.837000 AM
05,5216267,506,-122.39352,37.79041,10/7/2012 7:27:00.844000 AM
05,5216267,506,-122.420144,37.77999,10/7/2012 7:13:00.850000 AM
